Oppo_OpportunityId,Oppo_PrimaryCompanyId,Oppo_PrimaryPersonId,Oppo_AssignedUserId,Oppo_ChannelId,Oppo_Description,Oppo_Type,Oppo_Product,Oppo_Source,Oppo_Note,Oppo_CustomerRef,Oppo_Opened,Oppo_Closed,Oppo_Status,Oppo_Stage,Oppo_Forecast,Oppo_Certainty,Oppo_Priority,Oppo_TargetClose,Oppo_CreatedBy,Oppo_CreatedDate,Oppo_UpdatedBy,Oppo_UpdatedDate,Oppo_TimeStamp,Oppo_Deleted,Oppo_Total,Oppo_NotifyTime,Oppo_SMSSent,Oppo_WaveItemId,Oppo_SecTerr,Oppo_WorkflowId,Oppo_LeadID,Oppo_Forecast_CID,Oppo_Total_CID,oppo_scenario,oppo_decisiontimeframe,oppo_Currency,oppo_TotalOrders_CID,oppo_TotalOrders,oppo_totalQuotes_CID,oppo_totalQuotes,oppo_NoDiscAmtSum,oppo_NoDiscAmtSum_CID,Oppo_PrimaryAccountId,oppo_SCRMcompetitor,oppo_SCRMwinner,oppo_SCRMreasonforloss,Oppo_SCRMIsCrossSell,Oppo_SCRMOriginalOppoId,oppo_TalendExterKey,oppo_obfuscated,oppo_note_qualif,oppo_Date_Q_Qualif,oppo_cout,oppo_cout_CID
7356,1072,19803,27,NULL,BEEMIN - Avenant3,Desogn_Service,NULL,NULL,Add work,NULL,00:00.0,00:00.0,Won,Negotiating,8000,100,NULL,00:00.0,27,35:14.0,27,35:14.0,35:14.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7357,9103,10859,27,NULL,P&R circuit GF 22,NULL,NULL,NULL,Projet avec ATOS et Menta. P&R du ciircuit complet,NULL,00:00.0,NULL,Abandonne,Qualified,0,50,NULL,00:00.0,27,55:01.0,27,56:05.0,56:05.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7358,9103,10859,27,NULL,TTU55,NULL,NULL,NULL,Theta et Talita en UMC55,NULL,00:00.0,NULL,Abandonne,Negotiating,245000,1,NULL,00:00.0,27,55:39.0,27,09:37.0,09:37.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7359,9103,10859,27,NULL,TTT22 - 6 corners add,Desogn_Service,NULL,NULL,6 corners add selon option contrat,NULL,00:00.0,00:00.0,Won,Negotiating,6000,100,NULL,00:00.0,27,11:16.0,27,35:22.0,35:22.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7360,19835,24447,27,NULL,Asic Design for 2 customers,FTK,NULL,NULL,A clarifier avec Joao,NULL,00:00.0,NULL,Abandonne,Identification,1,5,NULL,00:00.0,34,31:26.0,27,24:28.0,24:28.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7361,19843,24460,27,NULL,ASIC en interface avec MEMS,FTK,NULL,NULL,Développement d'un ASIC en interface avec les MEMS de Memperience,NULL,00:00.0,NULL,Abandonne,Identification,1,5,NULL,00:00.0,34,34:13.0,27,47:32.0,47:32.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7362,1139,1190,31,NULL,P&R TSMC N5A,Desogn_Service,NULL,NULL,"Discussion préliminaire pour P&R + supply d'un circuit en TSMC 7nm pour application automotive

Suite à hebdo du 01/06, choix de la techno en N5A
Et session à 3 avec GUC le 27/06 chez VSora

+ call toutes les 2 semaines avec Khaled

Pas top embarqué avec l'arrivée de Alphawave dans le périmètre (info de début 02/2024)",NULL,00:00.0,00:00.0,Lost,Evaluation technique,500000,0,NULL,00:00.0,31,19:56.0,31,55:01.0,55:01.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7363,4345,24513,31,NULL,Cellule DFF spécifique,NULL,NULL,NULL,"en technologie GF22

Echanges avec Thomas/Lucille/Guillaume : Ok pour offre budgétaire ce 24/01

Mais décision marketing pas encore entérinée chez Menta

0 nouvelle + départ de Philippe Piquet => passage en Abandon ce 17/11/23",NULL,00:00.0,00:00.0,Abandonne,Evaluation technique,23000,0,NULL,00:00.0,31,16:42.0,31,07:46.0,07:46.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7364,4235,4390,31,NULL,Bloc MSC,NULL,NULL,NULL,"IP MicroSecond Channel - RTL design + verification (selon spécifications document Infineon) pour application automotive

Et demandes complémentaires pour DfT et implémentation physique

Décision le 30/01 de ne pas se positionner car ressources fort occupées + priorité aux projets ASIC complets et production si possible plutôt que bloc RTL",NULL,00:00.0,00:00.0,Abandonne,Qualified,0,0,NULL,00:00.0,31,22:18.0,31,16:07.0,16:07.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7365,19884,24514,31,NULL,ASIC avec eFPGA,NULL,NULL,NULL,"Mise en contact par Menta
ASIC pour application de véhicule à conduite autonome",NULL,00:00.0,00:00.0,Abandonne,Qualified,0,10,NULL,00:00.0,31,31:32.0,31,34:50.0,34:50.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7366,4247,19104,27,NULL,Grenat - Lot Prod 3,Production,NULL,NULL,Prod + 7% energy,NULL,00:00.0,00:00.0,Won,Negotiating,234261,100,NULL,00:00.0,27,55:00.0,27,16:49.0,16:49.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,229261,2
7367,4247,19104,27,NULL,GRENAT - Marge prod lot 3,Production,NULL,NULL,Marge Lot prod 3,NULL,00:00.0,00:00.0,Won,Negotiating,10086,100,NULL,00:00.0,27,59:31.0,27,33:16.0,33:16.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7368,3176,3277,31,NULL,CAIRCPU,Preetude,NULL,NULL,"CPU ARM pour ebarquer la thérapie entre Chara et le RSL10
Offre jusqu'à GDSII : 240 k€
Pototypage restant à budgéter + planning selon choix de la technologie

Commande passé pour la phase de faisabilité",NULL,00:00.0,00:00.0,Won,Negotiating,60000,100,NULL,00:00.0,31,13:10.0,27,10:32.0,10:32.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7370,4247,19104,27,NULL,GRENAT- Avenant#16,FTK,NULL,NULL,Update prix indus et accompte MW Metal Fix 2,NULL,00:00.0,00:00.0,Won,Negotiating,39000,100,NULL,00:00.0,27,28:22.0,27,21:06.0,21:06.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9000,2
7371,7965,24384,27,NULL,LESATH-AB,NULL,NULL,NULL,Reprise anablue,NULL,00:00.0,NULL,Abandonne,Negotiating,70000,5,NULL,00:00.0,27,59:27.0,27,24:47.0,24:47.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7372,4247,19104,27,NULL,Grenat-Avenant 17,FTK,NULL,NULL,Metal fix 2,NULL,00:00.0,00:00.0,Won,Negotiating,303500,100,NULL,00:00.0,27,42:18.0,27,33:30.0,33:30.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7373,1115,4975,27,NULL,ASIC pour empreinte,NULL,NULL,NULL,Projet ASIC pour capteur empreinte digital pour Smartphone,NULL,00:00.0,NULL,Abandonne,Identification,0,5,NULL,00:00.0,27,01:46.0,27,25:38.0,25:38.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7374,5768,24450,27,NULL,ASIC,NULL,NULL,NULL,Projet ASIC,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,02:43.0,27,54:06.0,54:06.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7375,1076,20984,27,NULL,ALYA-Avenant2,NULL,NULL,NULL,Faisabilité,NULL,00:00.0,NULL,Abandonne,Negotiating,25000,50,NULL,00:00.0,27,56:54.0,27,44:35.0,44:35.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7376,19891,24532,27,NULL,ERRAKIS,NULL,NULL,NULL,P&R en GF22FDX,NULL,00:00.0,NULL,Lost,Construction offre,1200000,30,NULL,00:00.0,27,57:51.0,27,20:25.0,20:25.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7377,4299,4629,27,NULL,DENEB - Avenant2 WP1.a,Desogn_Service,NULL,NULL,Change uArch IP2,NULL,00:00.0,00:00.0,Won,Negotiating,27000,100,NULL,00:00.0,27,54:23.0,27,33:37.0,33:37.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7378,1157,1249,27,NULL,SALM,Preetude,NULL,NULL,"Feasibility pour circuit avec RISC-V
Circuit HT 230°C

Commandé par Partenaires FC",NULL,00:00.0,00:00.0,Won,Negotiating,130000,100,NULL,00:00.0,27,16:11.0,27,33:51.0,33:51.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7379,3176,3277,31,NULL,Charav1b - complement conso,FTK,NULL,NULL,Réduction de conso suite à WP4 Charav1b,NULL,00:00.0,00:00.0,Won,Negotiating,20000,100,NULL,00:00.0,31,18:14.0,27,07:55.0,07:55.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7380,1072,19803,27,NULL,BEEMIN Avenant 4,Desogn_Service,NULL,NULL,10 jours supp,NULL,00:00.0,00:00.0,Won,Negotiating,8000,100,NULL,00:00.0,27,32:13.0,27,33:58.0,33:58.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7381,18691,23288,31,NULL,ASIC BATEN,NULL,NULL,NULL,"Selon résultat étude de faisabilité
Décision au niveau CA de BeFC au regard des montants pour faire l'ASIC ...

Abandon car jugé investissement trop grand avec cette levée de fonds en Série A ... Aleksandrs ""déçu"" et des paroles très positives sur l'expérience avec l'équipe.

Planifier appel régulier - dans 6 mois ...",NULL,00:00.0,NULL,Abandonne,Construction offre,1600000,0,NULL,00:00.0,31,54:33.0,31,47:39.0,47:39.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7382,3176,3277,31,NULL,CAIRCPU-ASIC,NULL,NULL,NULL,"Selon les résultats de la phase de faisabilité

Peu de retour de Cairdac à ce stade (à voir après le break estival)

Aucun retour du client sur ce projet - intérêt ou priorité manifestement très bas",NULL,00:00.0,00:00.0,Abandonne,Evaluation technique,180000,10,NULL,00:00.0,31,20:54.0,31,21:48.0,21:48.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7383,1071,1041,39,NULL,SUBRA2-FDC,NULL,NULL,NULL,"Etude faisa

SERCEL n'a pas ressentit l'aspect collaboratif chez IC'Alps.
",NULL,00:00.0,NULL,Lost,Construction offre,150000,20,NULL,00:00.0,27,41:58.0,27,17:32.0,17:32.0,NULL,0,17:32.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7384,1071,1041,39,NULL,SUBRA2-AAC,NULL,NULL,NULL,Etude Faisa,NULL,00:00.0,NULL,Lost,Qualified,0,20,NULL,00:00.0,27,42:54.0,27,17:32.0,17:32.0,NULL,0,17:32.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7385,1072,19803,27,NULL,BEEMIN2,Desogn_Service,NULL,NULL,P&R Target et Performance en autre process,NULL,00:00.0,NULL,In Progress,Identification,400000,10,NULL,00:00.0,27,44:40.0,27,42:35.0,42:35.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7386,5795,7079,27,NULL,Migration design,Desogn_Service,NULL,NULL,Migration d'un design,NULL,00:00.0,NULL,Abandonne,Qualified,0,1,NULL,00:00.0,27,45:51.0,27,14:33.0,14:33.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7387,2153,2217,31,NULL,Adaptation TPMP (P&R) sur circuit existant,NULL,NULL,NULL,"Estimation : 2 mois de travail
Budget 100 k€
A faire en salle sécurisé si notifié (le client essaye de voir si une approche par RDL possible de leur côté)",NULL,00:00.0,NULL,Abandonne,Qualified,100000,25,NULL,00:00.0,31,03:34.0,31,35:45.0,35:45.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7388,20932,25596,27,NULL,GIENA - Préétude,Preetude,NULL,NULL,Etude soc MCU,NULL,00:00.0,00:00.0,Won,Negotiating,60000,100,NULL,00:00.0,27,19:24.0,27,34:06.0,34:06.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7389,9103,10859,27,NULL,TTT07,NULL,NULL,NULL,Theta et Talita en N7 de TSMC,NULL,00:00.0,NULL,Abandonne,Negotiating,560000,20,NULL,00:00.0,27,45:32.0,27,54:55.0,54:55.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7390,9103,10859,27,NULL,TTS18,NULL,NULL,NULL,Theta et Talita en ST P18,NULL,00:00.0,NULL,Abandonne,Negotiating,399000,10,NULL,00:00.0,27,47:21.0,27,53:41.0,53:41.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7391,4247,19104,27,NULL,Grenat - Avenant xx BGA,FTK,NULL,NULL,BGA,NULL,00:00.0,NULL,Abandonne,Negotiating,460000,20,NULL,00:00.0,27,59:16.0,27,28:12.0,28:12.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,357000,2
7392,19826,24426,27,NULL,VERITATE,NULL,NULL,NULL,Projet ASIC,NULL,00:00.0,NULL,Abandonne,Construction offre,1300000,30,NULL,00:00.0,27,01:37.0,27,53:12.0,53:12.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7393,19796,24377,27,NULL,OxygenB-CG,NULL,NULL,NULL,Ajout clock gating,NULL,00:00.0,NULL,Abandonne,Construction offre,20000,50,NULL,00:00.0,27,02:58.0,27,43:16.0,43:16.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7394,11675,25593,39,NULL,ASIC Ledger inside - Lavrec,NULL,NULL,NULL,"Projet crypto paiement.
Projet en HOLD, décision du management.",NULL,00:00.0,NULL,Abandonne,Construction offre,5000000,30,NULL,00:00.0,27,04:15.0,27,16:28.0,16:28.0,NULL,0,16:28.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7395,3176,3277,31,NULL,Hot Lot Wafer - proto Chara v1b,FTK,NULL,NULL,Accélérer la fab wafer avec option hot lot wafer,NULL,00:00.0,00:00.0,Won,Negotiating,8000,100,NULL,00:00.0,31,42:33.0,27,10:06.0,10:06.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8000,2
7396,4247,19104,27,NULL,Grenat - Lot Prod 4,Production,NULL,NULL,Lot de prod 4,NULL,00:00.0,00:00.0,Won,Negotiating,234261,100,NULL,00:00.0,27,54:24.0,27,17:15.0,17:15.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,229261,2
7397,4247,19104,27,NULL,GRENAT - Marge prod lot 4,Production,NULL,NULL,Marge prod lot 4,NULL,00:00.0,00:00.0,Won,Negotiating,10086,100,NULL,00:00.0,27,56:30.0,27,32:12.0,32:12.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7398,20936,25598,27,NULL,ASIC pour MEMS - faisabilité,NULL,NULL,NULL,"ASIC pour piloter leur MEMS dans application haut-parleur dans écouteur.

Démarche commerciale via Adi - KAL notre agent en Israel

Dossier complexe avec discussion SonicEdge - DOLIAM pour partenariat plus complet ... Probablement pas d'avancée côté ASIC avec IC'Alps tant que pas picture globale",NULL,00:00.0,NULL,Abandonne,Negotiating,70000,1,NULL,00:00.0,31,55:42.0,27,20:40.0,20:40.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7399,20937,25601,31,NULL,Clone du circuit Vishay SI9117,NULL,NULL,NULL,"Obsolescence mais nombre de produits chez eux avec ce circuits.

Compte géré via notre agent en Israel : Adi de KAL

Enercon a trouvé une société avec des circuits (clone ?) déjà disponibles - à voir dans un second temps si ces circuits ne répondent pas à l'intégralité des features ??? => Abandon",NULL,00:00.0,00:00.0,Abandonne,Evaluation technique,0,0,NULL,00:00.0,31,17:30.0,31,16:32.0,16:32.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7400,9103,10859,27,NULL,TTT22 - Av2,Desogn_Service,NULL,NULL,optimisation vitesse,NULL,00:00.0,00:00.0,Won,Negotiating,17600,100,NULL,00:00.0,27,31:35.0,27,32:34.0,32:34.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7401,17566,19963,27,NULL,VEZAD2-IPConv,Desogn_Service,NULL,NULL,Dev IP Convolution,NULL,00:00.0,00:00.0,Won,Negotiating,27000,100,NULL,00:00.0,27,39:17.0,27,32:24.0,32:24.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7402,2153,2217,31,NULL,WEZEN - Amendement 1,Desogn_Service,NULL,NULL,"Evolution de la stratégie (sans test chip)
+options complémentaires

Décision avant fin juin 2023

290 k€ de plus",NULL,00:00.0,00:00.0,Won,Negotiating,295000,100,NULL,00:00.0,31,37:37.0,27,17:44.0,17:44.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7403,4247,19104,27,NULL,Grenat - Avenant 18 ESD,FTK,NULL,NULL,Add work esd,NULL,00:00.0,00:00.0,Won,Negotiating,7500,100,NULL,00:00.0,27,41:09.0,27,13:45.0,13:45.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5000,2
7404,1119,1149,27,NULL,Suite projet ASIC,NULL,NULL,NULL,Décliné car client trop compliqué,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,44:33.0,27,44:33.0,44:33.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
7405,20931,25591,27,NULL,Projet ASIC médical,FTK,NULL,NULL,ASIC medical,NULL,00:00.0,NULL,Abandonne,Qualified,0,1,NULL,00:00.0,27,45:37.0,27,10:03.0,10:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7406,17288,19319,27,NULL,Design sous system,Desogn_Service,NULL,NULL,Sous-systeme PCIe ou DDR,NULL,00:00.0,NULL,Abandonne,Evaluation technique,0,1,NULL,00:00.0,27,46:34.0,27,07:41.0,07:41.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7407,4718,4915,27,NULL,Tristan,Desogn_Service,NULL,NULL,"Evocation lors de rencontre Synopsys le 15/06 à Grenoble d'un besoin à venir après l'été sur l'adaptation de bloc, voire le portage d'AISC vers différentes technos (manque de ressources en interne chez eux)",NULL,00:00.0,00:00.0,Won,Negotiating,365000,100,NULL,00:00.0,31,36:21.0,27,32:51.0,32:51.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7409,18600,25616,31,NULL,REDA100G - specification & architecture,Preetude,NULL,NULL,"Le retour du circuit à 100G

L'ASIC 10G en cours avec une équipe de Design intel mais cela ne se passe pas au top semble-t-il ...
RfQ reçue ce 24/08

Compte géré par Adi

Nouvelle spec à venir avant fin 2023

New offer on 05/13/2024

=> intégrer dans l'offre complète avec fais + design + proto + production",NULL,00:00.0,00:00.0,Abandonne,Negotiating,100000,50,NULL,00:00.0,31,18:05.0,31,35:42.0,35:42.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7410,20940,25617,39,NULL,NTAG21X clone asic,NULL,NULL,NULL,"NFC Tag, clone d'un produit NXP.
Mauvais service pendant la période d'allocation.
Aucune nouvelle du client qui ne semble plus intéressé pour le clonage",NULL,00:00.0,00:00.0,Abandonne,Qualified,0,1,NULL,00:00.0,36,57:05.0,27,16:30.0,16:30.0,NULL,0,16:30.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
