icalps_deal_id,dealname,icalps_dealforecast,icalps_dealcertainty,icalps_dealtype,icalps_dealsource,icalps_dealnotes,icalps_dealcategory,icalps_deal_created_date,closedate,hubspot_owner_id,icalps_originalstage,icalps_original_status,icalps_transformation_notes,pipeline,dealstage,amount,weighted_amount,company_association_id,contact_association_id,hubspot_company_id,hubspot_contact_id,import_batch,import_status,validation_status
6238,WESAT : I/O characterization,5000.0,100,Desogn_Service,,Characterization of one I/O,Opportunity,2025-09-18 10:28:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,5000.0,5000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6239,THETA/TALITA GF12,290000.0,10,,,GF 12,Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,290000.0,29000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6240,Beemin-Avenant1,64000.0,100,Desogn_Service,,Ajout de blocs et complexité,Opportunity,2025-09-18 05:09:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,64000.0,64000.0,1072,19803.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6241,ASIC lunettes connectées,40000.0,1,Preetude,,Asic pour pilotage lentille fluidique,Study,2025-09-18 11:33:00,2025-09-18,27,Identification,In Progress,Mapped to Studies Pipeline,Icalps_service,1116269224,40000.0,400.0,14106,22022.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6242,FPGA 22FDX,5000000.0,1,,,FPGA en 22FDX,Opportunity,2025-09-18 15:14:00,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,5000000.0,50000.0,4345,4750.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6243,CHARA version 2,500000.0,1,,,"Estimation / pré budget à proposer pour une version 2 pour adresser les spécifications en consommation ...

A voir une fois Chara v1b finalisé",Opportunity,,2025-09-18,31,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,500000.0,5000.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6244,TRNG pour FPGA,30000.0,10,,,"pour un client dans la Défense
Avec processus de sélection et test en labo sur début 2022",Opportunity,,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,30000.0,3000.0,10423,23204.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6245,ASIC pour ILR faible conso,0.0,10,,,"Leur solution COTS est trop consommante même si OK sur les performances techniques ...
Donc réflexion initiée pour IP ou ASIC ULP

Réunion chez IC'Alps pour début 02/2022",Opportunity,2025-09-18 07:04:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4246,23168.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6246,NUNKI-Nano,0.0,0,Desogn_Service,,"Version commerciale de Nunki

Aucune retour depuis de longs mois",Opportunity,,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17525,19881.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6247,Grenat - Avenant 8,94500.0,100,FTK,,MW juillet aout,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,94500.0,94500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6248,CAIRPMU2 - complément faisabilité WP1b,60000.0,100,Preetude,,"Avec priorité à la performance et non plus au planning.
offre envoyée ce 4/01, puis évolutions ...",Study,2025-09-18 19:38:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,60000.0,60000.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6249,VEZAD - Model emulation,28000.0,100,Desogn_Service,,Modèle de simulation pour émuler vezad,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,28000.0,28000.0,17566,19963.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6250,OKDA - ASIC Pulser + Switch,20000.0,0,Preetude,,"Pour leur patch ultrason avec matrice CMUT de Philips

Projet en sommeil jusqu'à leur levée de fonds ...
Des essais cliniques attendus avec leur levée Seed et ce pour H2'23",Study,,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_service,1116269223,20000.0,0.0,18706,23210.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6251,Grenat - Avenant 12,3500.0,100,FTK,,Model IBIS boîtier,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,3500.0,3500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6253,Grenat - Avenant 12 (fin IBIS),23500.0,100,FTK,,Modelisation IBIS IO et assemblage IBIS boîtier,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,23500.0,23500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6254,Grenat - Dicing wafer,3750.0,100,FTK,,Dicing et Grinding d'un wafer,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,3750.0,3750.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6255,ACAMAR - Conservation des masques,10000.0,100,Desogn_Service,,Conservation des masques 24 mois,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,10000.0,10000.0,1076,20984.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6256,LESATH OTT layout,85000.0,50,,,Prestation layout,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,85000.0,42500.0,7965,23221.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6257,GRENAT - Avenant 13,48500.0,100,FTK,,Early preseries et adder mise au point prgm test,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,48500.0,48500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6258,Wesat : WP3,20000.0,100,Desogn_Service,,Compensation temps passé,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,20000.0,20000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6259,P&R pour Axellera-AI,1500000.0,5,,,Gros projet en 12nm pour Axcellera-AI...,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1500000.0,75000.0,17471,19772.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6260,CLAVA,1800000.0,10,,,ASIC détecteur proximité,Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,1800000.0,180000.0,18611,22026.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6261,ALYA-Spécification,50000.0,100,Desogn_Service,,Nouvelle architecture,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,50000.0,50000.0,1076,20984.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6262,ASIC pour circuit Automotive,750000.0,0,,,"Circuit en 28 nm
avec ISO26262
et besoin d'un partenaire pour DfT en 28 nm + IP verification + Support à l'implémentation physique

NDA en cours de signature

Décision mars-avril, pour démarrage dans la foulée
95% du code RTL existant mais ajout de fonctions complémentaires, et besoin de vérification ++
Avec un TO objectif à fin 2022

A priori difficile d'avoir un budget - mis en hold au 20/05 jusqu'à avoir d'autres infos",Opportunity,,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,750000.0,0.0,4235,4390.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6263,Renfort Layout-1.1,38800.0,100,Desogn_Service,,"Layout sur techno XFab 0.18
intervention de juin à octobre (TO planifié en 11/2022)
avec possibilité de travail en remote (après 2 à 3 jours sur site à Clamart)
1 contrainte : utilisation des outils Mentor (Microport en contrat avec Mentor jusqu'à fin 2022, avant d'envisager un basculement vers Cadence/Virtuoso pour l efutur)",Opportunity,,2025-09-18,34,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,38800.0,38800.0,4246,19846.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6264,ALYA-Design,250000.0,100,Desogn_Service,,Design une fois contrat en place,Opportunity,2025-09-18 16:42:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,250000.0,250000.0,1076,20984.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6265,Grenat - Avenant 14 - eps2,6500.0,100,FTK,,Processing second wafer,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,6500.0,6500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6266,Nunki - Power analysis,10000.0,100,Desogn_Service,,Analyse conso,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,10000.0,10000.0,17525,19881.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6267,Nunki Packaging,50000.0,5,,,Mise en boîtier Nunki,Opportunity,,2025-09-18,27,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,50000.0,2500.0,17525,19881.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6268,Projet ASIC autour N25,800000.0,10,,,"Projet ASIC autour N25

Lead de Raphael",Opportunity,2025-09-18 07:02:00,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,800000.0,80000.0,7930,9470.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6269,ASIC comm RFID,0.0,1,,,ASIC comm RFID,Opportunity,2025-09-18 10:30:00,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18718,23230.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6270,ASIC pour AR dans lunettes,4500000.0,1,,,"cf description du projet dans les courriels entrants

BQ ce 31/03 pour 4,5 M€ +/-10% hors IP
et entre 6M€ et 8 M€ pour les IPs ...

Tant que pas de retour sur la faisabilité, dév ASIC en abandonné",Opportunity,,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,4500000.0,45000.0,18721,23232.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6271,ASIC Power Management,70000.0,1,,,ASIC micro BMS,Opportunity,,2025-09-18,34,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,70000.0,700.0,18722,23235.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
6272,VEZAD2,250000.0,100,Desogn_Service,,Projet reprise design VEZAD,Opportunity,2025-09-18 05:28:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,250000.0,250000.0,17566,19963.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7272,WESAD - Power cut cell,5000.0,100,Desogn_Service,,réalisation de la cellule power cut en SW,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,5000.0,5000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7273,@Adi Katav - Formulaire Contact Site Web 22/03/22,0.0,1,,,"Transmise à Adi Katav le 22/03/2022


Hi, We would like to learn about your capabilities in:
Analog design
Physical design
Avi",Opportunity,2025-09-18 22:17:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18723,23239.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7274,P&R ASIC en 12nm,700000.0,0,,,"Effort de P&R pour 3 personnes pendant 14 mois (TO visé vers 05/23) - BQ à 700 k€
+ si infra IC'Alps - BQ 50 k€
+ si EDA Cadence par IC'Alps - BQ çàà  k€+/- 10%

ASIC en 12 nm + flot Cadence

Concurrence - Blue Wave Wireless en UK qui a fait le circuit précédent 
Mais IC'Alps recommandé par Cadence, et avantage du CIR",Opportunity,2025-09-18 07:56:00,2025-09-18,31,Qualified,Lost,Deal closed as lost,Icalps_hardware,12096415,700000.0,0.0,18724,23240.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7275,PQFP160,12000.0,5,,,Packaging de 70 circuits,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,12000.0,600.0,18725,23241.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7276,Tramontana - WP1,45000.0,100,Preetude,,"Mesure de l'état de santé et de l'état de charge des éléments d'une batterie via solution ultrason.
1er marché visé : ordinateur portable",Study,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,45000.0,45000.0,18726,23242.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7277,Tramontana - ASIC,88000.0,0,,,"Design & prototypage

Sans nouvelle depuis 1 an => passage en Abandon",Opportunity,,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,88000.0,0.0,18726,23242.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7278,Préétude,30000.0,10,,,ASIC mesure diabète,Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,30000.0,3000.0,4242,19201.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7279,EDASICH-Design,4000000.0,50,FTK,,Design ASIC finance,Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Default mapping applied,Icalps_hardware,1116419644,4000000.0,2000000.0,5745,6988.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7280,BEEMIN Amendment2,22000.0,100,Desogn_Service,,Travail additionnel,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,22000.0,22000.0,1072,19803.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7281,Projet Equipe ASIC dédié ?,0.0,1,,,Projet Equipe ASIC dédié ?,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4214,23248.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7282,BOTEIN-Spec,30000.0,100,Preetude,,Projet DCDC,Study,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,30000.0,30000.0,18618,22038.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7283,BOTEIN-Design,270000.0,100,Desogn_Service,,Projet DCDC en 40nm,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,270000.0,270000.0,18618,22038.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7284,ASIC pour AR - faisabilité,80000.0,1,,,"Phase de faisabilité pour définir l'ASIC, les responsabilités, faire des projections performances, planing et couts ...

Avec implication d'Adi sur ce client en Israel

Offre et détails partagés le 20/04 - puis mise à jour le 27/04 avec responsabilité exemple SW

Pas de nouvelles et aucune réponse aux sollicitation - déclaré en abandon au 17/8/22",Opportunity,,2025-09-18,31,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,80000.0,800.0,18721,23232.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7285,Wezen,1265000.0,100,Desogn_Service,,"Wisekey n'ayant plus d’équipe Design depuis 2021, ils nous demandent de les accompagner dans le développement de leur nouvelle plateforme sécurisée PKI.

Pour financer ce projet, Wiseky répond à un Appel A Projet de la BPI sur le Post Quantique. Réponse attendu sur l'AAP en Juin pour un déblocage des fonds fin 2022/ 

Etapes : 
Prise en main de Volcano TC2 puis Vesuve TC1/TC2/Final

le tout en espace CC sur serveur dédié à Wezen et propriété de Wisekey",Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,1265000.0,1265000.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7286,PYX02,92500.0,100,Desogn_Service,,P&R,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,92500.0,92500.0,9016,23259.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7287,ASIC clone FPGA,8000000.0,30,,,"Clone FPGA Lattice

Piste REDTREE",Opportunity,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,8000000.0,2400000.0,19736,23264.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7288,ASIC radio + contrôle digital,0.0,5,,,"Technologie radio dans la bande 400 MHz - 868 MHz
en solution concurrente de LoRA
pouvant transmettre qq 10 à 100 kbits/s
A priori échantillonnage entre 4 et 10 MHz",Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,19738,23271.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7289,SiriusII,200000.0,100,Desogn_Service,,"Approche avec ASIC low cost
sur technologie xfab à Corbeille-Essonne",Opportunity,2025-09-18 08:08:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,200000.0,200000.0,9061,13814.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7290,Projet P&R,5460000.0,0,,,"Nouveau projet
Développement Test chip en TSCM 7nm
ASIC Multicoeurs RISCV

IC'Alps non retenu - cf courriel du 18/11",Opportunity,,2025-09-18,34,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,5460000.0,0.0,10456,23273.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7291,Design ASIC pour capteur SIC,0.0,1,,,Capteur en carbure de Silicium pour la radiothérapie et le nucléaire,Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18729,23247.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7292,Etude faisabilité ASIC,50000.0,100,Preetude,,"Interface et commande de la pile à combustible miniature Papier/Enzymes
Technologie à déterminer",Study,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,50000.0,50000.0,18691,23288.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7293,WESAT-WP3,32000.0,100,Desogn_Service,,Final run,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,32000.0,32000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7294,VELA WP2 à WP4,2900000.0,0,FTK,,"Initialement
Design jusqu'à prototypes
Stratégie MLR

Désormais vision avec 1 silicium
et reprise non présentée dans le contrat avec le client final

En hold car la priorité a changé chez le client final et rien désormais pour 2024",Opportunity,,2025-09-18,31,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,2900000.0,0.0,3187,19954.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
